Id,Comment
17254,arm tegra increas nrboardirq to interrupt patch use the exactninterrupt number increas nrboardirq tonaccommod the larger namespac need by the pmunid gari king 
18580,stagefright remov memcpi in playback datapathnndur code review it wa found that the overlay buffer were not share with the video decod and hencenth decod output wa copi to the overlay buffer for render chang have been made to the frameworknto remov thi memcpi the overlay buffer are share with the video decodernnad the api getbuff to the follow classesnnbpomxrendererniomxrenderernomxrenderernvideorenderernsharedvideorenderernsoftwarerenderernawesomerenderernawesomeremoterenderernawesomelocalrenderernnad the api setbuff to the follow classesnnmediasourcenomxcodecn made to modifi the sequenc in which the variou compon were ializednnow the render is ializ befor the codec is the overlay buffer are share with the video decodern made to omxcodecnmodifi the compon quirk use omxusebufferoverlay buffer for video decod for output portnid anu sundararajan 
18581,libstagefrighthw chang to remov memcpi in playback data pathnna new api ha been ad to share the overlay buffer address with the codecnfor that purpos memoryheapbas and memorybas object are creat for each buffernnthi patch is depend upon chang made to videorendererh in anu sundararajan 
17259,minor optim of elf header manipulatingnnthi patch appli the follow changesn word align to the temporari space for hold elf headern instead of sequenti charact comparison of elf header usen precalcul valuenid 
20874,fix broken imag link in instal the sdk document pagenid 
19885,drmradeonkmsatom set sane default in atombiosgetencodermodenncommit upstreamnnif there wa no connector map to the encod atombiosgetencodermodenreturn which is the id for DP return someth sane instead base onnth encod id thi avoid hit the DP path on nondp encodersnnnedoffbi alex deucher dave airli greg kroahhartman 
17222,need enough time sec to read amount of packet from procstatuiduidtcpsndnid 
20873,support for setupeventlist proactiv commandnnthes chang provid support for setupeventlist proactiv commandnref etsi TS 
18554,fix for phone app crash in icc cardnn check for activ phone in icc handler befor process messagesnn boundari check for gsmcdma subscript app indexnwhil retriev the icc card appnid 
17223,arm tegra cpuidl prevent idl dure suspendnid colin cross 
19884,bio take care not overflow page count when mappingcopi user datanncommit upstreamnnif the iovec is be set up in a way that caus uaddr pagesizento overflow we could end up attempt to map a huge number ofnpag check for thi invalid input typennreportedbi dan rosenberg jen axbo greg kroahhartman 
18555,add support for tti in gsm modenid 
20872,fix a race condit in nativedaemonconnectornnfix a race between the ondaemonconnect callback and set thenmoutputstream in nativedaemonconnectornnmountservic connect to vold use the nativedaemonconnectornthrow a “nativedaemonconnectorexcept No output stream�nwhen the ondaemonconnect callback in mountservic call the dolistcommandnid 
17224,fix layout editor not properli close when dirtynnth symptom wa that onc the layout editor had a modificationnand wa in the dirti mode close it would keep the modelnaround and reopen would show the previou state that wasna red herringnnth actual issu is that the undo beginend wrapper methodsnwer call getmodelforedit without do a propernreleasefromedit call after the fact somewher down in thenoverli complex code that dispos the editorpart there isna test that would not purg the model if it is still lockednnth fix is thu in the beginendundorecord of the basenandroidxmleditornnthi CL also clean up some ifil usag when fix thencod abov I notic we can now get the model withoutnfirst get an sse intern document instead we can usenth ifil howev I doubt sse for would haventh api I need to check that in anoth CL later a 
19887,drmradeonkm add workaround for ddc line vbio bugnncommit alex deucher dave airli greg kroahhartman 
20871,fix broken imag link in tool traceview document pagenid 
17225,need enough time sec to read amount of packet from procstatuiduidtcpsndnid 
19886,drmradeonkm fix typo in disabl vbio codenncommit wa hit the wrong buscntl reg and bitsnnnedoffbi alex deucher dave airli greg kroahhartman 
18556,adt fix to make proguard work under windowsnn the proguardbat can onli pass arg but we have son use a temporari proguard config file for windowsnn proguardhom need to be defin properli sinc the defaultn proguardbat cannot infer it properli We need other fixesn to that batch file so eventu not go to ship then default one and we can fix the bat file but properli definingn thi env var is probabl a good idea anywaynid 
20870,featur for devic with a rel humid sensornid 
19881,radixtre fix rcu bugnncommit upstreamnnsalman qazi describ the follow radixtre bugnnin the follow case we get can get a the radix tree contain two item one ha the index the reader in thi case findgetpag take the the reader acquir slot for item includ the index the nonzero index item is delet and as a consequ the other item isn move to the root of the tree the place where it use to be is queu forn delet after the reader the zero item is delet remov it from the direct slot it remain inn the rcudelay indirect the reader look at the index slot and find that the page ha refn the reader look at it again hope that the item will either be freed orn the ref count will increas thi never happen as the slot it is lookingn at will never be updat also thi slot can never be reclaim becausen the reader is hold rcureadlock and is in an inf loopnnth fix is to reus the same indirect pointer case that requir a slotnlookup retri into a gener retri the lookup bitnnnedoffbi nick piggin salman qazi andrew morton linu torvald greg kroahhartman 
18550,dont store video genr metadata as audio genr in mediascannernnmediascann mistak videoid for auidoid when mediascannernregist genr of video content that thi content havengenr datannadd an explicit check for audionid 
19880,netfilt nfhookcond ha wrong conditionalnncommit upstreamnnth nfhookcond return when it due to what I believ to be annerror in the code as the order of oper is not what wa intend C willnevalut befor which mean ret is get set to the bool resultnrath than the return valu of the function call the code saysnnif ret function it meant to saynif ret function the compil would warn but it notic it becaus itsna actual complex condit and so the wrong code is wrap in an explictnset of exactli what the compil want you to do if thi wa intentionalnfix thi mean that error when netfilt deni a packet get propagatednback up the stack rather than lostnnproblem introduc by commit netfilt get rid of the grossnessnin netfilterhnnnedoffbi eric pari patrick mchardi greg kroahhartman 
18551,alway set right authtyp valu in apnnnit fix a bug that automat set authtyp valuenof edit apn that ha and should have that valu setnto null not yet set to authtyp valu of annapn previous display in the apn editor It isncaus by careless persist and read data fromnsharedprefer fix to keep and persist to benconsist with other prefer null valuenfor not yet set authtyp propertynid 
19883,mmvf revalid in dogenericfilereadnncommit hour into some stress test of a enterpris kernel wenran into a null derefer in herenntint blockispartiallyuptodatestruct page page readdescriptort descnt unsign long inod inod look like wa the culprit xmon trace is belownaft closer examin I realiz that dogenericfileread doe anfindgetpag and eventu lock the page befor callingnblockispartiallyuptod howev it revalid after the page is lock So a small windownbetween the findgetpag and where the pagencould get truncat and clearednnw have a refer so it get reclaim but it certainlyncan be truncatednni think the correct thing is to check after thentrylockpag and jump out if it got truncat thi patch ha beennrun in the test environ for a month or so now and we have notnseen thi bug pop up againnnxmon infonn en cpu vector data access at pc lr sp msr dar dsisr current paca pid comm bashn rn ffffffffffffffffn pc lr msr cr ctr xer trap dar dsisr tn link regist unreliablen except system call at SP is in userspacen di ld beq ld clrldi li lwz li subf cmplw slw clrldi bgt cmpld add clrldi blt dave hansen minchan kim johann weiner rik van riel christoph hellwig Al viro minchan kim andrew morton linu torvald greg kroahhartman 
17220,regul combin setvoltag request from all consumersnid colin cross 
18552,ad support for custom of mobil data settingnnintroduc system properti mobiledata which will benus for default behavior of the mobil data connectionneith onoffnnthi is analog to how the set for dataroam isnhandelednid 
17221,arm tegra add support for downsampl to iliyan malchev 
19882,latencytop fix per task accumulatornncommit upstreamnnp task latencytop accumul prematur termin due to erroneousnplac of latencyrecordcount It should be increment whenev annew record is alloc instead of increment on everi latencytop eventnnalso fix search iter to onli search known record event instead ofnblindli search all prealloc spacennnedoffbi ken chen arjan van de ven andrew morton linu torvald greg kroahhartman 
20879,devsystemimport add sysprocfsh fix locat of fenvhnid bruce bear 
20878,devsystemimport bump the toolchain revis to for bruce bear 
20877,devsystemimport add the option to specifi the toolchainprefixnid bruce bear 
20876,chang imag document root in mediaplay referencenid 
20875,fix possibl race conditionnnthat return statement is effect a read of asynchron modifiednfield the read and write is elsewher protect by lock on threadninst except thi one occur move statement intonsynchron block ensur that it read updat be afraid of deadlock wait releas the lock and acquir itnback when notifiednid 
18557,make ct host captur junit error toonnbug 
17226,packag proguard with the sdknid 
19889,drmradeonkm fix thermal sensor report on upstreamnntemperatur is not shift as on newer asicsnnnedoffbi alex deucher dave airli greg kroahhartman 
18558,fix extern jar support when build with proguardnid 
19888,drmradeonkm fix retri ttmbo after it fail oncenncommit upstreamnnif ttmbo return failur it alreadi destroy the BO so we need tonretri from scratchnnnedoffbi michel dänzer marku trippelsdorf dave airli greg kroahhartman 
17227,localprebuiltjavalibrari for proguardnid 
17228,fix var path name generationnnth hashcod can be a neg intnconvert it to an alway posit long and convertnto hexadecimalnid 
18559,sdk fix proguardbat connthes are similar to the externalproguardbinbatnexcept they use $sdktoolslibfindjavabat to locat thenjava locat and use it if avail findjava will printna proemin error if java cannot be foundnid 
17229,support xbootclasspatha and pnnmodif versionnid 
17233,ial commit for the ethernet state tracker workn 
20885,prebuiltcommon updat the platform and api target for bruce bear 
18564,keypress wake up modem if it is in power save modennwhen modem goe to sleep mode registr state isnsent and boolean variabl is set to keep track of modemnpow save statu thi variabl is access to checknpow statu when UI key is pressednndependenciesframeworkspoliciesbas packagesappsphoneid 
19896,alway add a delay to make sdvo TV detect reliablenncommit upstreamnncommit intend to add a delay to give the add time tondetect ani tv connect howev it use the flag to do sonwhich is depend upon the previou detect result and not whether thenoutput support tvsnnnedoffbi chri wilson greg kroahhartman 
17234,add ethernet support to androidnid 
20884,packagereleas add the abi flagnid bruce bear 
18565,keypress wake up modem in power save modennwhen key is press it check if modemni in power save modenif yesthen the actionscreenon intent is broadcastnndepend frameworksbas packagesappsphoneid 
19895,exec copyandpast the fix into compatdoexecv pathsnncommit upstreamnnnot thi patch target and tri to be as simpl as possiblenthat is whi it add more copyandpast horror into fscompatc andnuglifi fsexecc thi will be cleanup laternncompatcopystr play with directli and thu hasntwo problem it lack the rlimitstack check and argvenvp memoryni not visibl to oom killernnexport acctargs and getargpag chang compatcopystringsnto use getargpag chang compatdoexecv to do doexecv doesnnadd the fatalsignalpendingcondresch check into compatcount andncompatcopystr thi match the code in fsexecc and certainlynmak sensennnedoffbi oleg nesterov kosaki motohiro linu torvald greg kroahhartman 
17235,chang address some problem report innissu nmealisten doe not receiv nmea sentencesnnth nmea listen on emul report nmea messagesnad proper callback to the gpsqemucnid 
20883,buildgcc tmplog be setnid bruce bear 
18566,keypress wake up modem if in power save modennad function to read mmodem power save statusnndepend frameworksbas frameworkspoliciesbaseid 
19898,intelgtt fix gtttotalentri detectionnncommit upstreamnnin commit chri wilson ad some code to clear the full gttnon instead of just the mappabl part the code look likenit wa copypast from agpintelgttc at least an ident piecenof code is still there in thi lead tona regress in which wa supposedli fix in commit thi commit make absolut no sens to me It seem to benslightli confus about chipset gener it refer doc gen but the regress concern gen luckili the the doc are avail with the gmch graphic control pci confignregist defion the other bigger problem is that the newncheck in there use the stolen mem bit or of stolennmem they are differ sinc the most like case is that it hit the fallback which wasnprob the right thing for the box thi wa test onnnso the origin approach by chri wilson seem to be wrong and thencurr code is defe wrong there is a third approach by jessenbarn from hi rfc patch who want a bigger gtt map rangenwher he simpli shove in the same claus like later ask him and jess confirm that thi should work So implementnitnnbugzilla $ntestedbi aniss astier aniss astier daniel vetter chri wilson greg kroahhartman 
20882,buildgcc add the mpfrversion optionnid bruce bear 
18567,arm tegra cpufreq fix compil issu with colin cross 
19897,reprogram power monitor regist on resumenncommit upstreamnnfix issu where wa report valu severalnord of magnitud higher than physic possibl withoutnleav scorch mark on my thigh at leastnnnedoffbi kyle mcmartin jess barn chri wilson greg kroahhartman 
20881,buildgcc add the finiarray configur flagnid bruce bear 
18560,sdk window packag custom proguardbat scriptsnnrequir chang platformsdknid 
19892,drmradeonkm fix regress in setupnncommit upstreamnntypo in my last alex deucher dave airli greg kroahhartman 
18561,arm tegra clock remov depend between set and debugfsnid 
17230,support xbootclasspatha and p for dvmprocessopt in dalvikvminitcnid 
20880,devsystemimport platformroot wa be incorrectli specifiednid bruce bear 
19891,drmradeonkm fix resum regress for some laptopsnncommit upstreamnni had remov thi when I switch the atom indirect io methodsnto use the io bar rather than the mmio bar but it appear needednnreportedbi mark lord alex deucher dave airli greg kroahhartman 
18562,make vmtest push jar to a writabl directorynnwith thi chang jar are push to datalocaltmp as oppos to datannbug 
19894,exec make argvenvp memori visibl to oomkillernncommit upstreamnnbrad spengler publish a local memoryalloc do thatnevad the oomkil though not the virtual memori can alloc a lot of memori butnthi is not visibl to oomkil nobodi can see the and take it into accountnnwith thi patch getargpag increment mmanonpagesncount everi time we alloc the new page for argvenvp whenndoexecv suc or fail we chang thi counter backnntechn thi is not correct we know if the newnpag is swap out and turn mmanonpag into mmswapent butni think thi realli matter and everyth becom correctnonc exec chang or failsnnreportedbi brad spengler kosaki motohiro oleg nesterov linu torvald greg kroahhartman 
17231,close cursor to avoid excess jni referencesnn add fix to avoid cursor leak which caus excessiven jni global referencesnid 
18563,support parti layout rule load and rip out groovi supportnnadd support for load parti jar provid addit layoutnrul thi can be configur by ad a properti referenc thenjar to be load as part of your buildproperti like will creat a class loader referenc chartrulesjar andngraphrulesjar as well as the visual plugin class loader asna fallback and thi class loader is use to load iviewrulenimplementationsnnin addit thi plugin rip out the variou remain groovi hooksnand refer that were earlier use to load groovi script as layoutnrul and remov groovi from the load path and build symlinkingnscriptsnid 
17232,close cursor to avoid excess jni referencesnn add fix to avoid cursor leak which caus excessivenjni global referencesnid 
19893,drmradeonkm fix interlac and doublescan handlingnncommit upstreamnnnedoffbi alex deucher dave airli greg kroahhartman 
19890,drmradeonkm fix pad mask on upstreamnnthes got lost in the last cleanup alex deucher dave airli greg kroahhartman 
20889,the mbionic flag is need for IA buildsnid bruce bear 
20888,add the toolchainnid bruce bear 
20887,rebuildallprebult add option for binutilsvers mpfrversion sysrootnid bruce bear 
20886,prebuiltcommon allow version of gcc to be bruce bear 
31520,getphonebookindex add letterlik symbol charact handlernnthi add handl of japanes letterlik symbolsnon contact app these symbol are appear in japanes hiraganansect and break it displaynid yutaro ogasawara 
31521,retriev sipsipset label from string resourcesnid shuhrat dehkanov 
18568,arm tegra cpuidl fix compil issu with colin cross 
17237,enabl make proguard for the window sdknnthi requir chang from externalproguardgitnid 
18569,arm tegra suspend fix compil issu with suspend paget creation to suspendcnalway compil need for resumenid colin cross 
